title,latitude,longitude,city,state,category_title,price,stars,star_rating
Lake Wales Campground,27.852367,-81.586464,Lake Wales,Florida,RV Park,$$,4,2
Jonathan Dickinson State Park,26.99951,-80.100945,Jupiter,Florida,State Park,$$,4,2
Collier-Seminole State Park,25.992233,-81.58986,Naples,Florida,State Park,$$,4,2
Trail Lakes Campground,25.894188,-81.27834,Ochopee,Florida,RV Park,$$,4,2
Monument Lake Campground,25.867006,-81.1138,Ochopee,Florida,National Park,$$,4,2
Midway Campground,25.851927,-80.98944,Ochopee,Florida,National Park,$$,4,2
Talkeetna Boat Launch and Campground,62.32511,-150.10112,Talkeetna,Alaska,RV Park,$$,3,1.5
Boardwalk RV Park,62.10709,-145.51552,Glennallen,Alaska,RV Park,$$,3,1.5
Rancheria Motel & Cafe,60.087727,-130.60478,Watson Lake,Yukon Territory,RV Park,$$,3,1.5
Tunnel Mountain Village I,51.191463,-115.52016,Banff,Alberta,National Park -  Canada,$$,3,1.5
Legacy Park Campground Ashcroft,50.726532,-121.27864,Ashcroft,British Columbia,RV Park,$$,3,1.5
Alpine RV Park & Campground,48.550858,-121.42354,Marblemount,Washington,RV Park,$$,3,1.5
Port of Anacortes Cap Sante Marina,48.51672,-122.60764,Anacortes,Washington,City Park,$$,3,1.5
Riverfront RV Park,48.491245,-122.22298,Sedro-Woolley,Washington,City Park,$$,3,1.5
River Meadows Park,48.18,-122.078,Arlington,Washington,County Park,$$,3,1.5
Ozette Campground,48.153046,-124.66686,Clallam Bay,Washington,National Park,$$,3,1.5
Island County Fairgrounds,48.02962,-122.402824,Langley,Washington,RV Park,$$,3,1.5
Outback Montana RV Park & Campground,48.01268,-114.056,Bigfork,Montana,RV Park,$$,3,1.5
Sol Duc Campground,47.965,-123.855,Port Angeles,Washington,National Park,$$,3,1.5
Three Rivers Resort,47.913246,-124.534454,Forks,Washington,RV Park,$$,3,1.5
Evergreen State Fairgrounds,47.86722,-121.98292,Monroe,Washington,County Park,$$,3,1.5
Fay Bainbridge Park,47.70292,-122.508,Bainbridge Island,Washington,City Park,$$,3,1.5
Camping de la Batture,47.64295,-69.75772,Saint-André,Quebec,RV Park,$$,3,1.5
Trailer Inns RV Park,47.57682,-122.13295,Bellevue,Washington,RV Park,$$,3,1.5
Lake Bemidji State Park,47.535744,-94.82598,Bemidji,Minnesota,State Park,$$,3,1.5
Saltwater State Park,47.374226,-122.31811,Des Moines,Washington,State Park,$$,3,1.5
Washington Land Yacht Harbor,47.050552,-122.74653,Olympia,Washington,RV Park,$$,3,1.5
Crystal Mountain,46.9397,-121.47421,Enumclaw,Washington,Parking Lot,$$,3,1.5
Coyote Run RV Park,46.65142,-118.85762,Connell,Washington,RV Park,$$,3,1.5
Big Sky Camp & RV Park,46.42537,-105.79095,Miles City,Montana,RV Park,$$,3,1.5
Bashaw Lake Resort,45.78363,-92.14476,Shell Lake,Wisconsin,RV Park,$$,3,1.5
Maryhill State Park,45.682247,-120.83356,Goldendale,Washington,State Park,$$,3,1.5
Emigrant Springs State Park,45.540398,-118.462074,Meacham,Oregon,State Park,$$,3,1.5
Spirit of Ripley Campground,45.11161,-94.55252,Litchfield,Minnesota,RV Park,$$,3,1.5
Kingfisher Campground,44.977238,-122.09254,Clackamas,Oregon,National Forest,$$,3,1.5
Harbor Vista Park,44.015396,-124.124985,Florence,Oregon,County Park,$$,3,1.5
Palisades Cabins & RV Park,43.365486,-111.234,Irwin,Idaho,RV Park,$$,3,1.5
Sunset Bay State Park,43.330704,-124.370964,Coos Bay,Oregon,State Park,$$,3,1.5
Fairway RV Park,43.19989,-112.341774,Blackfoot,Idaho,RV Park,$$,3,1.5
Rivers West RV Park,43.059776,-123.33986,Myrtle Creek,Oregon,RV Park,$$,3,1.5
The Grotto of the Redemption RV Park,42.96398,-94.44661,West Bend,Iowa,RV Park,$$,3,1.5
Greenfield State Park,42.95408,-71.8857,Greenfield,New Hampshire,State Park,$$,3,1.5
Wolf Creek County Park,42.694508,-123.40268,Wolf Creek,Oregon,County Park,$$,3,1.5
Housatonic Meadows State Park,41.838245,-73.38006,Sharon,Connecticut,State Park,$$,3,1.5
Hills Creek State Park,41.813084,-77.19632,Wellsboro,Pennsylvania,State Park,$$,3,1.5
Shawme Crowell State Forest,41.763367,-70.519745,Sandwich,Massachusetts,Dept. Natural Resources,$$,3,1.5
Kenshire Campground,41.747017,-77.56476,Gaines,Pennsylvania,RV Park,$$,3,1.5
West Overlook Campground,41.725445,-91.535614,Iowa City,Iowa,Army Corps Of Engineers,$$,3,1.5
Iowa State Fairgrounds,41.599,-93.551,Des Moines,Iowa,County Park,$$,3,1.5
Friendly RV Park,41.399094,-122.37861,Weed,California,RV Park,$$,3,1.5
Buffalo Bill Ranch State Recreation Area,41.162575,-100.79366,North Platte,Nebraska,State Park,$$,3,1.5
Emerald Forest of Trinidad,41.072506,-124.14418,Trinidad,California,RV Park,$$,3,1.5
Wasatch Mountain State Park,40.543736,-111.48707,Park City,Utah,State Park,$$,3,1.5
Bottle Hollow Recreation Area,40.297062,-109.883064,Fort Duchesne,Utah,Tribal Land,$$,3,1.5
Stillwater Campground,40.18165,-105.89112,Grand Lake,Colorado,National Forest,$$,3,1.5
O'Nite Mobile Home & RV Park,40.177757,-122.22542,Red Bluff,California,RV Park,$$,3,1.5
Boulder County Fairgrounds,40.15422,-105.12622,Longmont,Colorado,County Park,$$,3,1.5
Yuba Pass Campground,39.6175,-120.49944,Calpine,California,National Forest,$$,3,1.5
Mountain View RV Park,39.541943,-110.72378,Wellington,Utah,RV Park,$$,3,1.5
Pony Express RV Park,39.489212,-117.062,Austin,Nevada,RV Park,$$,3,1.5
North & West Beach,39.407276,-112.027794,Levan,Utah,State Park,$$,3,1.5
Indian Springs Campground,39.329,-120.57,Nevada City,California,National Forest,$$,3,1.5
Kelsey Campground,39.30494,-105.26695,Pine,Colorado,National Forest,$$,3,1.5
Sycamore Ranch Park & Campground,39.23019,-121.39917,Browns Valley,California,County Park,$$,3,1.5
Garden of the Gods RV Resort,38.857048,-104.884895,Colorado Springs,Colorado,RV Park,$$,3,1.5
Riffle Run Campground,38.841133,-80.611145,Burnsville,West Virginia,Army Corps Of Engineers,$$,3,1.5
Collegiate Peaks Campground,38.811478,-106.317245,Buena Vista,Colorado,National Forest,$$,3,1.5
Louise F. Cosca Regional Park,38.737,-76.912,Clinton,Maryland,County Park,$$,3,1.5
Liberty Glen Campground,38.71536,-123.06026,Geyserville,California,Army Corps Of Engineers,$$,3,1.5
Topaz Lodge RV Park,38.697533,-119.5485,Topaz Lake,Nevada,RV Park,$$,3,1.5
Slickrock Campground,38.593796,-109.56823,Moab,Utah,RV Park,$$,3,1.5
Lake Solano County Park,38.492683,-122.029686,Winters,California,County Park,$$,3,1.5
Blue Licks Battlefield State Resort Park,38.42945,-83.99288,Carlisle,Kentucky,State Park,$$,3,1.5
Sonoma County Fairgrounds RV Park,38.42572,-122.69837,Santa Rosa,California,County Park,$$,3,1.5
Pardee Lake Recreation,38.285572,-120.86901,Ione,California,RV Park,$$,3,1.5
Tonopah RV Park,38.080032,-117.25826,Tonopah,Nevada,RV Park,$$,3,1.5
Amphitheater Campground,38.02316,-107.66133,Ouray,Colorado,National Forest,$$,3,1.5
Contra Costa County Fair RV Park,38.009815,-121.82108,Antioch,California,County Park,$$,3,1.5
Contra Costa County Fair RV Park,38.009815,-121.82108,Antioch,California,County Park,$$,3,1.5
Pioche RV Park & Campground,37.93256,-114.44993,Pioche,Nevada,RV Park,$$,3,1.5
My Old Kentucky Home State Park,37.79856,-85.45778,Bardstown,Kentucky,State Park,$$,3,1.5
Indian Flat RV Park,37.66114,-119.8499,El Portal,California,RV Park,$$,3,1.5
Pioneer Playhouse Campground,37.637745,-84.75946,Danville,Kentucky,RV Park,$$,3,1.5
Crowley Lake RV Park,37.567566,-118.74255,Crowley Lake,California,RV Park,$$,3,1.5
High Sierra RV Park,37.333626,-119.648674,Oakhurst,California,RV Park,$$,3,1.5
Keough's Hot Spring,37.25458,-118.37664,Bishop,California,RV Park,$$,3,1.5
Bishop Park Campground,37.244,-118.597,Bishop,California,National Forest,$$,3,1.5
South Shore Campground,37.13403,-104.557465,Trinidad,Colorado,State Park,$$,3,1.5
Sage Flat Campground,37.13017,-118.41156,Big Pine,California,National Forest,$$,3,1.5
Upper Sage Flat Campground,37.129032,-118.42149,Big Pine,California,National Forest,$$,3,1.5
Medeiros Campground,37.065693,-121.03083,Gustine,California,State Park,$$,3,1.5
Madera District Fair RV Campground,36.97157,-120.079475,Madera,California,County Park,$$,3,1.5
Trimmer Recreation Area,36.904,-119.291,Sanger,California,Army Corps Of Engineers,$$,3,1.5
Island Park Campground,36.867,-119.32,Sanger,California,Army Corps Of Engineers,$$,3,1.5
Twin Bridges State Park,36.802,-94.756,Miami,Oklahoma,State Park,$$,3,1.5
Northwest River Park & Campground,36.584064,-76.15674,Chesapeake,Virginia,City Park,$$,3,1.5
Potwisha Campground,36.51727,-118.800446,Three Rivers,California,National Park,$$,3,1.5
Longstreet Inn Casino & RV Resort,36.41248,-116.42468,Amargosa Valley,Nevada,RV Park,$$,3,1.5
Horse Creek Campground,36.38957,-118.95576,Lemon Cove,California,Army Corps Of Engineers,$$,3,1.5
Saddle West Hotel Casino & RV Park,36.20296,-115.97898,Pahrump,Nevada,RV Park,$$,3,1.5
Cedars of Lebanon State Park,36.082863,-86.32145,Lebanon,Tennessee,State Park,$$,3,1.5
Sylamore Creek Camp,35.940006,-92.117744,Mountain View,Arkansas,RV Park,$$,3,1.5
Lake Isabella RV Resort,35.6434,-118.4139,Mountain Mesa,California,RV Park,$$,3,1.5
Scissortail Campground,35.63139,-97.39738,Edmond,Oklahoma,City Park,$$,3,1.5
Lake El Reno Campground,35.519405,-97.988625,El Reno,Oklahoma,City Park,$$,3,1.5
Glenwood Acres RV Park,35.350502,-80.692955,Concord,North Carolina,RV Park,$$,3,1.5
John H. Moss Lake Campground,35.275352,-81.45894,Shelby,North Carolina,City Park,$$,3,1.5
Amarillo West RV Park,35.18616,-101.97324,Amarillo,Texas,RV Park,$$,3,1.5
Blue Spruce RV Park,35.151344,-107.87486,Grants,New Mexico,RV Park,$$,3,1.5
River City RV Park,35.128002,-114.57278,Bullhead City,Arizona,RV Park,$$,3,1.5
Indian Hill Ranch & RV Park,35.08141,-118.51697,Tehachapi,California,RV Park,$$,3,1.5
El Morro RV Park & Cabins,35.043716,-108.32041,Ramah,New Mexico,RV Park,$$,3,1.5
Colbert Alloys Park Campground,34.80054,-87.49801,Muscle Shoals,Alabama,County Park,$$,3,1.5
Turquoise Triangle RV Park,34.720814,-111.999146,Cottonwood,Arizona,RV Park,$$,3,1.5
Mountain Vu RV Park,34.716915,-111.90252,Cornville,Arizona,RV Park,$$,3,1.5
River Park,34.649788,-120.434265,Lompoc,California,County Park,$$,3,1.5
Los Prietos Campground,34.541332,-119.80209,Santa Barbara,California,National Forest,$$,3,1.5
Mojave Narrows Regional Park,34.5113,-117.27781,Victorville,California,County Park,$$,3,1.5
Jalama Beach County Park,34.509842,-120.500854,Lompoc,California,County Park,$$,3,1.5
Isle of Capri Casino RV Park,34.499733,-90.577354,Lula,Mississippi,RV Park,$$,3,1.5
Lake Campground,34.39045,-117.721214,Valyermo,California,National Forest,$$,3,1.5
Houston Mesa Campground,34.269714,-111.31924,Payson,Arizona,National Forest,$$,3,1.5
North Ranch,34.10512,-112.83011,Congress,Arizona,RV Park,$$,3,1.5
Bouse Community Park,33.92798,-114.02054,Bouse,Arizona,County Park,$$,3,1.5
Grandpappy Point Resort & Marina,33.849445,-96.64174,Denison,Texas,RV Park,$$,3,1.5
Big Oak RV Park,33.69013,-85.26147,Tallapoosa,Georgia,RV Park,$$,3,1.5
Arizona Sun RV Park,33.67482,-114.20402,Quartzsite,Arizona,RV Park,$$,3,1.5
La Paz Valley RV Park,33.57813,-114.24625,Quartzsite,Arizona,RV Park,$$,3,1.5
Talking Stick Resort,33.539337,-111.87282,Scottsdale,Arizona,Parking Lot,$$,3,1.5
Mecca Beach Campground,33.491646,-115.901955,Mecca,California,State Park,$$,3,1.5
Superior RV Park,33.285263,-111.11514,Superior,Arizona,RV Park,$$,3,1.5
Schnepf Farms Campground,33.22296,-111.59322,Queen Creek,Arizona,RV Park,$$,3,1.5
Gila Hot Springs Ranch,33.19917,-108.21019,Mimbres,New Mexico,RV Park,$$,3,1.5
Rancho Sonora RV Park,32.960587,-111.33816,Florence,Arizona,RV Park,$$,3,1.5
McCoy Mobile Home & RV Park,32.74861,-114.633224,Winterhaven,California,RV Park,$$,3,1.5
Rivers Edge RV Resort,32.73349,-114.63977,Winterhaven,California,RV Park,$$,3,1.5
Wishing Well RV Park,32.49837,-110.92467,Tucson,Arizona,RV Park,$$,3,1.5
Rolling Plains RV Park,32.45175,-100.45767,Sweetwater,Texas,RV Park,$$,3,1.5
Lefleur's Bluff State Park,32.328533,-90.14369,Jackson,Mississippi,State Park,$$,3,1.5
Lifestyle RV Resort,32.26026,-109.8282,Willcox,Arizona,RV Park,$$,3,1.5
Abilene State Park,32.241123,-99.87917,Tuscola,Texas,State Park,$$,3,1.5
Cattlerest RV Park,32.236317,-109.850266,Wilcox,Arizona,RV Park,$$,3,1.5
Fort Willcox RV Park,32.229286,-109.85891,Willcox,Arizona,RV Park,$$,3,1.5
Forrest County RV Park,31.259438,-89.2753,Hattiesburg,Mississippi,County Park,$$,3,1.5
Shelby J's RV Park,30.822659,-91.335266,Saint Francisville,Louisiana,RV Park,$$,3,1.5
Badu Park,30.755667,-98.67822,Llano,Texas,City Park,$$,3,1.5
River's Edge RV Campground,30.676786,-86.74896,Holt,Florida,RV Park,$$,3,1.5
Overland Trail Campground,30.591305,-103.8927,Fort Davis,Texas,RV Park,$$,3,1.5
Isle of Capri Casino RV Park,30.23578,-93.24851,Lake Charles,Louisiana,RV Park,$$,3,1.5
Marathon Motel & RV Park,30.208086,-103.25424,Marathon,Texas,RV Park,$$,3,1.5
Robbins RV Park,30.000254,-94.18401,Beaumont,Texas,RV Park,$$,3,1.5
Port Arthur RV Resort,29.913658,-94.035805,Port Arthur,Texas,RV Park,$$,3,1.5
Gornto Springs Park,29.77944,-82.94044,Old Town,Florida,County Park,$$,3,1.5
Hart Springs Park,29.673735,-82.95103,Bell,Florida,County Park,$$,3,1.5
Otter Springs Park & Campground,29.64224,-82.94063,Trenton,Florida,County Park,$$,3,1.5
Bay RV Park,29.48573,-94.941055,San Leon,Texas,RV Park,$$,3,1.5
Big Bend Resort & Adventures,29.32936,-103.533844,Terlingua,Texas,RV Park,$$,3,1.5
BJ's RV Park,29.32119,-103.5926,Terlingua,Texas,RV Park,$$,3,1.5
Whispering Pines RV Park,29.204454,-81.963806,Silver Springs,Florida,RV Park,$$,3,1.5
Goliad State Park,28.656204,-97.38747,Goliad,Texas,State Park,$$,3,1.5
Brush Country Oasis RV Park,28.528025,-99.873825,Carrizo Springs,Texas,RV Park,$$,3,1.5
Florida City Campsite & RV Park,25.456894,-80.4807,Florida City,Florida,City Park,$$,3,1.5
Azouzetta Lake Lodge,55.393055,-122.62563,Chetwynd,British Columbia,RV Park,$$,2,1
Wayside RV Park,45.46327,-105.4638,Broadus,Montana,RV Park,$$,2,1
Bob's Resort,45.001274,-100.28117,Gettysburg,South Dakota,RV Park,$$,2,1
Cove Creek Campground,44.712444,-122.158104,Detroit,Oregon,National Forest,$$,2,1
Eugene Mobile Village & RV Park,44.037827,-123.02834,Eugene,Oregon,RV Park,$$,2,1
Hearthstone Point,43.455,-73.694,Lake George,New York,Dept. Fish & Wildlife,$$,2,1
Deer Creek Village RV Park,42.86674,-105.86484,Glenrock,Wyoming,RV Park,$$,2,1
Voorhees State Park,40.695988,-74.8871,Glen Gardner,New Jersey,State Park,$$,2,1
Wildwood RV Park & Campground,39.41046,-123.74711,Fort Bragg,California,RV Park,$$,2,1
Lake Spaulding Campground,39.322,-120.634,Nevada City,California,Utility,$$,2,1
Hampshire Rocks Campground,39.311,-120.497,Soda Springs,California,National Forest,$$,2,1
Kyen Campground,39.23596,-123.17836,Ukiah,California,Army Corps Of Engineers,$$,2,1
Redwood Empire Fair RV Park,39.16281,-123.20828,Ukiah,California,RV Park,$$,2,1
Border Inn Casino & RV Park,39.055878,-114.04981,Baker,Nevada,RV Park,$$,2,1
Whispering Elms Campground,39.01333,-114.12333,Baker,Nevada,RV Park,$$,2,1
Hidden Oaks RV Park & Campground,38.771095,-91.98386,Fulton,Missouri,RV Park,$$,2,1
Tonopah Station Casino RV Park,38.05841,-117.21792,Tonopah,Nevada,RV Park,$$,2,1
Reversed Creek Campground,37.77033,-119.08427,June Lake,California,National Forest,$$,2,1
Lake Thunderbird State Park,35.232323,-97.247574,Norman,Oklahoma,State Park,$$,2,1
Shady Oasis Kampground,34.5509,-117.29054,Victorville,California,RV Park,$$,2,1
Split Rail RV Park,33.68519,-114.21729,Quartzsite,Arizona,RV Park,$$,2,1
Tamarisk Grove Campground,33.1385,-116.37507,Borrego Springs,California,State Park,$$,2,1
Holt's Shell RV Park,32.93115,-112.67267,Gila Bend,Arizona,RV Park,$$,2,1
Goshen Springs Campground,32.504158,-89.927246,Brandon,Mississippi,County Park,$$,2,1
Baird Motor Inn & RV Campground,32.404324,-99.38847,Baird,Texas,RV Park,$$,2,1
Mountain View RV Ranch,31.703411,-111.06406,Amado,Arizona,RV Park,$$,2,1
Wickett City Campground,31.570171,-103.000786,Wickett,Texas,City Park,$$,2,1
Mountain Vista Mobile Home & RV Community,31.546082,-110.29991,Sierra Vista,Arizona,RV Park,$$,2,1
Camp Stockton RV Park,30.906319,-102.900566,Fort Stockton,Texas,RV Park,$$,2,1
Parkview RV Park,30.879213,-102.86805,Fort Stockton,Texas,RV Park,$$,2,1
Chicot State Park,30.789698,-92.287445,Ville Platte,Louisiana,State Park,$$,2,1
Old Settlers RV Park,30.525887,-97.63415,Round Rock,Texas,RV Park,$$,2,1
Shired Island Park,29.39393,-83.20025,Horseshoe Beach,Florida,County Park,$$,2,1
Braunig Lake Park,29.248896,-98.393906,San Antonio,Texas,County Park,$$,2,1
Gold Basin Campground,48.077694,-121.738,Granite Falls,Washington,National Forest,$$,1,0.5
Elk Creek RV Park & Campground,41.782703,-123.38884,Happy Camp,California,RV Park,$$,1,0.5
Crossroads RV Park,41.10803,-114.9617,Wells,Nevada,RV Park,$$,1,0.5
Ol Macdonalds Farm,39.90119,-94.80306,Savannah,Missouri,RV Park,$$,1,0.5
Cloverdale Citrus Fair,38.80293,-123.01666,Cloverdale,California,County Park,$$,1,0.5
Theresa's RV Park,36.034023,-106.965805,Cuba,New Mexico,RV Park,$$,1,0.5
Broad River Campgound,34.217495,-81.213295,Winnsboro,South Carolina,RV Park,$$,1,0.5
Reflection Lake RV Park,33.787262,-117.03214,San Jacinto,California,RV Park,$$,1,0.5
Park Place RV Park,33.6722,-114.19993,Quartzsite,Arizona,RV Park,$$,1,0.5
Wild West Ranch & RV Resort,32.873096,-112.05009,Maricopa,Arizona,RV Park,$$,1,0.5
New Rockdale RV Park,32.049355,-93.63618,Mansfield,Louisiana,RV Park,$$,1,0.5
Chena Hot Springs Resort,65.05474,-146.05928,Fairbanks,Alaska,RV Park,$$,0,0
Tatlanika Trading Company & RV Park,64.21839,-149.27504,Healy,Alaska,RV Park,$$,0,0
Dawson City River Hostel and Tenting,64.06888,-139.43831,Dawson City,Yukon Territory,RV Park,$$,0,0
Snowed Inn RV Park,64.031136,-145.69904,Delta Junction,Alaska,RV Park,$$,0,0
Border City Motel and RV Park,63.334415,-142.96165,Tok,Alaska,RV Park,$$,0,0
Porcupine Creek State Recreation Site,62.727646,-143.87106,Slana,Alaska,State Park,$$,0,0
Red Eagle Lodge and Campground,62.578007,-144.65828,Chistochina,Alaska,RV Park,$$,0,0
1202 Motor Inn and RV Park,62.38694,-140.87372,Beaver Creek,Yukon Territory,RV Park,$$,0,0
Tatchun Lake Campground,62.28483,-136.22592,Carmacks,Yukon Territory,RV Park,$$,0,0
Kepler Park,61.554356,-149.19455,Palmer,Alaska,RV Park,$$,0,0
Centennial Campground,61.22837,-149.72331,Anchorage,Alaska,RV Park,$$,0,0
Fas Gas RV Park,60.76068,-137.51619,Haines Junction,Yukon Territory,RV Park,$$,0,0
Robert Service Campground,60.70146,-135.04666,Whitehorse,Yukon Territory,RV Park,$$,0,0
Swiftwater City Campground,60.48408,-151.04189,Soldotna,Alaska,RV Park,$$,0,0
Norseman Adventures RV Park,59.575375,-133.70857,Atlin,British Columbia,RV Park,$$,0,0
Tatogga Lake RV Resort,57.833717,-129.98334,Iskut,British Columbia,RV Park,$$,0,0
NARDAM Lake Campground,55.75972,-118.7142,Rycroft,Alberta,RV Park,$$,0,0
Kimiwan Campground,55.70745,-116.91511,McLennan,Alberta,RV Park,$$,0,0
Hythe Municipal Campground,55.33291,-119.56013,Hythe,Alberta,City Park,$$,0,0
Mackenzie Municipal RV Park,55.32462,-123.09087,Mackenzie,British Columbia,RV Park,$$,0,0
Cataline Motel and RV Park,55.2385,-127.65357,South Hazelton,British Columbia,RV Park,$$,0,0
Legion Park,55.19615,-119.02796,Grande Prairie,Alberta,RV Park,$$,0,0
Mosquito Lake Resort,55.11743,-114.00435,Smith,Alberta,RV Park,$$,0,0
Athabasca Rivers Edge Campground,54.721943,-113.285805,Athabasca,Alberta,RV Park,$$,0,0
Ferry Island Campground,54.511913,-128.57065,Terrace,British Columbia,RV Park,$$,0,0
Goose Lake Recreation Area,54.31399,-115.13827,Lone Pine,Alberta,RV Park,$$,0,0
Kasiks Wilderness Resort,54.31307,-129.35167,Terrace,British Columbia,RV Park,$$,0,0
Beaver Point Resort,54.091793,-125.72418,Burns Lake,British Columbia,RV Park,$$,0,0
Marwayne Chamber of Commerce Campground,53.51758,-110.3321,Marwayne,Alberta,RV Park,$$,0,0
Hidden Lake Campground,53.34997,-110.64018,Vermilion,Alberta,RV Park,$$,0,0
Ryley District Recreation Park,53.286114,-112.42106,Ryley,Alberta,RV Park,$$,0,0
